Iteration,residual,force
    1788,  0.5968047E-09,  0.1362951E+01
    1789,  0.5898306E-09,  0.1362951E+01
    1790,  0.5831628E-09,  0.1362951E+01
    1791,  0.5764478E-09,  0.1362951E+01
    1792,  0.5698036E-09,  0.1362951E+01
    1793,  0.5633243E-09,  0.1362951E+01
    1794,  0.5568096E-09,  0.1362951E+01
    1795,  0.5504540E-09,  0.1362951E+01
    1796,  0.5441278E-09,  0.1362951E+01
    1797,  0.5378959E-09,  0.1362951E+01
    1798,  0.5317464E-09,  0.1362951E+01
    1799,  0.5256558E-09,  0.1362951E+01
    1800,  0.5196359E-09,  0.1362951E+01
    1801,  0.5136926E-09,  0.1362951E+01
    1802,  0.5077906E-09,  0.1362951E+01
    1803,  0.5019886E-09,  0.1362951E+01
    1804,  0.4961690E-09,  0.1362951E+01
    1805,  0.4905732E-09,  0.1362951E+01
    1806,  0.4848773E-09,  0.1362951E+01
    1807,  0.4793463E-09,  0.1362951E+01
    1808,  0.4738625E-09,  0.1362951E+01
    1809,  0.4684375E-09,  0.1362951E+01
    1810,  0.4630597E-09,  0.1362951E+01
    1811,  0.4577348E-09,  0.1362951E+01
    1812,  0.4524512E-09,  0.1362951E+01
    1813,  0.4473267E-09,  0.1362951E+01
    1814,  0.4421727E-09,  0.1362951E+01
    1815,  0.4371600E-09,  0.1362951E+01
    1816,  0.4320531E-09,  0.1362951E+01
    1817,  0.4271701E-09,  0.1362951E+01
    1818,  0.4222281E-09,  0.1362951E+01
    1819,  0.4174158E-09,  0.1362951E+01
    1820,  0.4126211E-09,  0.1362951E+01
    1821,  0.4078735E-09,  0.1362951E+01
    1822,  0.4032673E-09,  0.1362951E+01
    1823,  0.3985491E-09,  0.1362951E+01
    1824,  0.3940254E-09,  0.1362951E+01
    1825,  0.3894781E-09,  0.1362951E+01
    1826,  0.3850486E-09,  0.1362951E+01
    1827,  0.3806426E-09,  0.1362951E+01
    1828,  0.3762190E-09,  0.1362951E+01
    1829,  0.3719309E-09,  0.1362951E+01
    1830,  0.3677135E-09,  0.1362951E+01
    1831,  0.3634665E-09,  0.1362951E+01
    1832,  0.3593198E-09,  0.1362951E+01
    1833,  0.3551848E-09,  0.1362951E+01
    1834,  0.3511028E-09,  0.1362951E+01
    1835,  0.3471033E-09,  0.1362951E+01
    1836,  0.3430979E-09,  0.1362951E+01
    1837,  0.3391573E-09,  0.1362951E+01
    1838,  0.3352992E-09,  0.1362951E+01
    1839,  0.3313998E-09,  0.1362951E+01
    1840,  0.3276477E-09,  0.1362951E+01
    1841,  0.3239368E-09,  0.1362951E+01
    1842,  0.3201788E-09,  0.1362951E+01
    1843,  0.3165503E-09,  0.1362951E+01
    1844,  0.3129043E-09,  0.1362951E+01
    1845,  0.3092758E-09,  0.1362951E+01
    1846,  0.3057534E-09,  0.1362951E+01
    1847,  0.3022428E-09,  0.1362951E+01
    1848,  0.2987617E-09,  0.1362951E+01
    1849,  0.2953158E-09,  0.1362951E+01
    1850,  0.2919996E-09,  0.1362951E+01
    1851,  0.2886068E-09,  0.1362951E+01
    1852,  0.2853495E-09,  0.1362951E+01
    1853,  0.2820568E-09,  0.1362951E+01
    1854,  0.2788230E-09,  0.1362951E+01
    1855,  0.2756246E-09,  0.1362951E+01
    1856,  0.2724320E-09,  0.1362951E+01
    1857,  0.2693455E-09,  0.1362951E+01
    1858,  0.2662531E-09,  0.1362951E+01
    1859,  0.2632019E-09,  0.1362951E+01
    1860,  0.2601979E-09,  0.1362951E+01
    1861,  0.2571467E-09,  0.1362951E+01
    1862,  0.2542487E-09,  0.1362951E+01
    1863,  0.2513625E-09,  0.1362951E+01
    1864,  0.2484468E-09,  0.1362951E+01
    1865,  0.2455900E-09,  0.1362951E+01
    1866,  0.2427626E-09,  0.1362951E+01
    1867,  0.2400766E-09,  0.1362951E+01
    1868,  0.2372375E-09,  0.1362951E+01
    1869,  0.2345398E-09,  0.1362951E+01
    1870,  0.2318361E-09,  0.1362951E+01
    1871,  0.2291855E-09,  0.1362951E+01
    1872,  0.2265938E-09,  0.1362951E+01
    1873,  0.2238842E-09,  0.1362951E+01
    1874,  0.2213926E-09,  0.1362951E+01
    1875,  0.2188951E-09,  0.1362951E+01
    1876,  0.2163564E-09,  0.1362951E+01
    1877,  0.2138413E-09,  0.1362951E+01
    1878,  0.2114380E-09,  0.1362951E+01
    1879,  0.2090112E-09,  0.1362951E+01
    1880,  0.2066316E-09,  0.1362951E+01
    1881,  0.2042047E-09,  0.1362951E+01
    1882,  0.2019370E-09,  0.1362951E+01
    1883,  0.1995985E-09,  0.1362951E+01
    1884,  0.1972837E-09,  0.1362951E+01
    1885,  0.1949864E-09,  0.1362951E+01
    1886,  0.1928070E-09,  0.1362951E+01
    1887,  0.1905510E-09,  0.1362951E+01
    1888,  0.1884246E-09,  0.1362951E+01
    1889,  0.1862335E-09,  0.1362951E+01
    1890,  0.1841130E-09,  0.1362951E+01
    1891,  0.1820042E-09,  0.1362951E+01
    1892,  0.1798896E-09,  0.1362951E+01
    1893,  0.1778280E-09,  0.1362951E+01
    1894,  0.1758312E-09,  0.1362951E+01
    1895,  0.1738285E-09,  0.1362951E+01
    1896,  0.1717963E-09,  0.1362951E+01
    1897,  0.1698054E-09,  0.1362951E+01
    1898,  0.1679088E-09,  0.1362951E+01
    1899,  0.1659591E-09,  0.1362951E+01
    1900,  0.1640977E-09,  0.1362951E+01
    1901,  0.1621716E-09,  0.1362951E+01
    1902,  0.1603103E-09,  0.1362951E+01
    1903,  0.1584784E-09,  0.1362951E+01
    1904,  0.1566760E-09,  0.1362951E+01
    1905,  0.1548559E-09,  0.1362951E+01
    1906,  0.1530416E-09,  0.1362951E+01
    1907,  0.1513394E-09,  0.1362951E+01
    1908,  0.1495723E-09,  0.1362951E+01
    1909,  0.1478700E-09,  0.1362951E+01
    1910,  0.1462619E-09,  0.1362951E+01
    1911,  0.1445007E-09,  0.1362951E+01
    1912,  0.1428279E-09,  0.1362951E+01
    1913,  0.1412728E-09,  0.1362951E+01
    1914,  0.1395764E-09,  0.1362951E+01
    1915,  0.1379978E-09,  0.1362951E+01
    1916,  0.1364310E-09,  0.1362951E+01
    1917,  0.1348347E-09,  0.1362951E+01
    1918,  0.1333150E-09,  0.1362951E+01
    1919,  0.1318012E-09,  0.1362951E+01
    1920,  0.1302933E-09,  0.1362951E+01
    1921,  0.1287795E-09,  0.1362951E+01
    1922,  0.1273069E-09,  0.1362951E+01
    1923,  0.1258403E-09,  0.1362951E+01
    1924,  0.1243854E-09,  0.1362951E+01
    1925,  0.1229599E-09,  0.1362951E+01
    1926,  0.1215934E-09,  0.1362951E+01
    1927,  0.1201385E-09,  0.1362951E+01
    1928,  0.1187955E-09,  0.1362951E+01
    1929,  0.1174466E-09,  0.1362951E+01
    1930,  0.1160977E-09,  0.1362951E+01
    1931,  0.1147665E-09,  0.1362951E+01
    1932,  0.1133941E-09,  0.1362951E+01
    1933,  0.1121630E-09,  0.1362951E+01
    1934,  0.1108495E-09,  0.1362951E+01
    1935,  0.1095595E-09,  0.1362951E+01
    1936,  0.1083343E-09,  0.1362951E+01
    1937,  0.1071386E-09,  0.1362951E+01
    1938,  0.1059134E-09,  0.1362951E+01
    1939,  0.1046529E-09,  0.1362951E+01
    1940,  0.1034395E-09,  0.1362951E+01
    1941,  0.1022791E-09,  0.1362951E+01
    1942,  0.1010892E-09,  0.1362951E+01
    1943,  0.9994064E-10,  0.1362951E+01
